t,x_ref,y_ref,x_real,y_real,e_pos,yaw_error
14.696,0.5879200000000336,0.0,0.3508245748599572,0.020869846040840728,0.23801216585738214,0.06720304331022
14.698,0.5880000000000336,0.0,0.3509014784086449,0.020730406061974196,0.2380030644263148,0.0682351382517544
14.700000000000001,0.5880800000000336,0.0,0.35097741778172636,0.020592494479150018,0.23799513718448737,0.06924306422254421
14.702,0.5881600000000335,0.0,0.3510521680156158,0.020456786208652527,0.2379886637853522,0.07022409812554463
14.704,0.5882400000000335,0.0,0.35112562648888873,0.020323910976016324,0.23798379668150457,0.07117604595309197
14.706,0.5883200000000335,0.0,0.351197691409311,0.020194380081877215,0.23798067614469276,0.07209666080173993
14.708,0.5884000000000335,0.0,0.351268265267912,0.02006862690315489,0.23797943062971483,0.07298369312420637
14.71,0.5884800000000334,0.0,0.3513372619946377,0.01994705396536254,0.23798017386032985,0.07383505661012027
14.712,0.5885600000000334,0.0,0.3514045546520576,0.019830024326072383,0.2379830563779055,0.0746487380506056
14.714,0.5886400000000334,0.0,0.3514699981314023,0.01971787269067995,0.23798824401598564,0.07542281096456363
14.716000000000001,0.5887200000000333,0.0,0.35153345806793274,0.019610917745550977,0.2379958902345393,0.07615546305040866
14.718,0.5888000000000333,0.0,0.3515948085894173,0.01950946484738066,0.23800613868297213,0.07684498357860574
14.72,0.5888800000000333,0.0,0.3516539306281176,0.019413808148159382,0.23801912514851087,0.07748975283414004
14.722,0.5889600000000332,0.0,0.3517107106356804,0.019324232262912897,0.23803497906072846,0.07808823331764739
14.724,0.5890400000000332,0.0,0.3517650395969021,0.019241013572943867,0.23805382466497288,0.0786389624882137
14.726,0.5891200000000332,0.0,0.3518168122697162,0.0191644212392978,0.23807578194433662,0.07914054684967096
14.728,0.5892000000000331,0.0,0.3518659265985545,0.01909471798531361,0.2381009673484699,0.07959165719327876
14.73,0.5892800000000331,0.0,0.3519121289809956,0.019031277213718598,0.23812957755074407,0.07998987328187455
14.732000000000001,0.5893600000000331,0.0,0.35195544668646844,0.018972967463385206,0.23816149022959154,0.08033374801786279
14.734,0.589440000000033,0.0,0.35199582672450197,0.018919131457368066,0.23819670223914016,0.0806212263044038
14.736,0.589520000000033,0.0,0.35203328888396257,0.01886912773910342,0.2382351400158308,0.08085226147596627
14.738,0.589600000000033,0.0,0.35206792880811005,0.018822480940640516,0.23827666825244456,0.08102657273854737
14.74,0.589680000000033,0.0,0.35209988879700393,0.018778889038726352,0.2383211193175553,0.0811431204529326
14.742,0.5897600000000329,0.0,0.3521293221733415,0.018738108278386824,0.23836831951042775,0.08120120401279678
14.744,0.5898400000000329,0.0,0.3521563825153616,0.01869994703288544,0.2384180992282932,0.08120037872022297
14.746,0.5899200000000329,0.0,0.35218121741280367,0.01866425867915907,0.23847029856588095,0.08114039793785513
14.748000000000001,0.5900000000000328,0.0,0.3522039650997923,0.01863093456565897,0.23852477007025139,0.08102117224850366
14.75,0.5900800000000328,0.0,0.3522247518135514,0.01859990277700343,0.2385813812374441,0.08084275791943582
14.752,0.5901600000000328,0.0,0.35225301788910535,0.01857049393353453,0.23863066731261634,0.0806293911685813
14.754,0.5902400000000327,0.0,0.3522793565605894,0.018544324050450475,0.2386821312553623,0.0804024359043622
14.756,0.5903200000000327,0.0,0.3523042519648035,0.018520865842599918,0.2387352483072604,0.08015305614309494
14.758000000000001,0.5904000000000327,0.0,0.35232805795161626,0.018499743623250037,0.23878963567297162,0.07987479127904247
14.76,0.5904800000000326,0.0,0.3523510343161137,0.01848070307428794,0.23884501393961113,0.07956296045334696
