t,x_ref,y_ref,x_real,y_real,z_real,ex,ey,e_pos
4.8260000000000005,0.14478000000000002,0.0,-0.03255046806162054,0.005587941660381325,0.30907129541918227,0.17733046806162056,-0.005587941660381325,0.17741848831210702
4.828,0.14484,0.0,-0.032564867166430686,0.0054669049606292834,0.30902790376317685,0.17740486716643067,-0.0054669049606292834,0.17748908119709073
4.83,0.1449,0.0,-0.032579242313931736,0.005347272849262478,0.30898763525839174,0.17747924231393175,-0.005347272849262478,0.17755977804461168
4.832,0.14495999999999998,0.0,-0.03259354507951443,0.005229141492297897,0.3089505191501413,0.1775535450795144,-0.005229141492297897,0.1776305302898396
4.8340000000000005,0.14502,0.0,-0.03260773018696747,0.005112606606166223,0.3089165839458164,0.17762773018696748,-0.005112606606166223,0.17770129227916023
4.836,0.14508000000000001,0.0,-0.03262176452532211,0.004997765754951943,0.30888584944855646,0.17770176452532213,-0.004997765754951943,0.17777203035898084
4.838,0.14514,0.0,-0.032635649931127,0.004884708070584899,0.30885835501655007,0.177775649931127,-0.004884708070584899,0.17784274537177344
4.84,0.1452,0.0,-0.032649409302185135,0.004773517955061943,0.3088341469161105,0.17784940930218512,-0.004773517955061943,0.17791345891416835
4.8420000000000005,0.14526,0.0,-0.03266308038514888,0.004664279472163324,0.308813268264831,0.17792308038514887,-0.004664279472163324,0.1779842072677646
4.844,0.14532,0.0,-0.03267672129681637,0.004557075207697086,0.30879576251770835,0.17799672129681637,-0.004557075207697086,0.17805504690085347
4.846,0.14538,0.0,-0.032690325571031124,0.004451967754572199,0.30878160005607125,0.17807032557103114,-0.004451967754572199,0.17812596909451686
4.848,0.14543999999999999,0.0,-0.0327038855958157,0.004349025221115367,0.3087707623645595,0.17814388559581568,-0.004349025221115367,0.1781969640469471
4.8500000000000005,0.14550000000000002,0.0,-0.03271741055478368,0.004248277248651972,0.3087630933589074,0.17821741055478368,-0.004248277248651972,0.178268037753361
4.852,0.14556,0.0,-0.03273091383142513,0.004149737976846247,0.3087583949060129,0.17829091383142512,-0.004149737976846247,0.1783392000658328
4.854,0.14562,0.0,-0.03274440548257844,0.004053421368395632,0.308756485181757,0.17836440548257843,-0.004053421368395632,0.17841045756329257
4.856,0.14568,0.0,-0.03275789418109311,0.003959350026448287,0.30875719789648665,0.17843789418109313,-0.003959350026448287,0.17848181569116484
4.8580000000000005,0.14574,0.0,-0.032771373815706016,0.0038676176453617903,0.30876054610905324,0.17851137381570603,-0.0038676176453617903,0.17855326669602395
4.86,0.1458,0.0,-0.032784903567916704,0.0037783486267586796,0.3087666156942995,0.17858490356791673,-0.0037783486267586796,0.17862486865133714
4.862,0.14586,0.0,-0.032798539272186414,0.0036916633438312326,0.30877547747468015,0.1786585392721864,-0.0036916633438312326,0.17869667605502781
4.864,0.14592,0.0,-0.03281235504693888,0.003607669442123212,0.30878715734635676,0.17873235504693888,-0.003607669442123212,0.17876876130753006
4.866,0.14597999999999997,0.0,-0.0328264442263264,0.0035264626911932317,0.3088016403084649,0.17880644422632636,-0.0035264626911932317,0.17884121570816594
4.868,0.14604,0.0,-0.03284089748777062,0.0034481377463487766,0.3088189085531511,0.17888089748777064,-0.0034481377463487766,0.17891412783776497
4.87,0.1461,0.0,-0.03285580311149823,0.0033727883357966646,0.30883894190603617,0.17895580311149822,-0.0033727883357966646,0.1789875838387663
4.872,0.14615999999999998,0.0,-0.03287124751244199,0.0033005075691538706,0.308861716969373,0.17903124751244198,-0.0033005075691538706,0.17906166796965595
4.874,0.14622,0.0,-0.032887316294856556,0.0032313831324734883,0.3088872069391936,0.17910731629485654,-0.0032313831324734883,0.17913646358933913
4.876,0.14628,0.0,-0.032904061904750426,0.0031654775151292195,0.30891538244587885,0.17918406190475042,-0.0031654775151292195,0.17921202049132814
4.878,0.14634,0.0,-0.032921532682342415,0.0031028550144621574,0.30894621180690246,0.1792615326823424,-0.0031028550144621574,0.1792883844783685
4.88,0.1464,0.0,-0.032939778444335106,0.003043582321411698,0.3089796621289344,0.1793397784443351,-0.003043582321411698,0.17936560296168944
4.882,0.14645999999999998,0.0,-0.03295885025862503,0.0029877283211359627,0.30901569933485595,0.179418850258625,-0.0029877283211359627,0.17944372474023107
4.884,0.14652,0.0,-0.032978797071221096,0.002935368855901295,0.3090543068165183,0.1794987970712211,-0.002935368855901295,0.1795227967148897
4.886,0.14658,0.0,-0.03299966019617424,0.0028865935425635625,0.30909551138142694,0.17957966019617422,-0.0028865935425635625,0.1796028584918775
4.888,0.14664,0.0,-0.03302148025162794,0.0028414915797706436,0.3091393297438806,0.17966148025162793,-0.0028414915797706436,0.17968394909007315
4.89,0.1467,0.0,-0.033044297434456325,0.0028001519354328257,0.3091857701669002,0.17974429743445633,-0.0028001519354328257,0.1797661072367865
4.892,0.14676,0.0,-0.03306815171800175,0.0027626634756767053,0.30923483373882626,0.17982815171800176,-0.0027626634756767053,0.17984937158575923
4.894,0.14682,0.0,-0.03309308299299835,0.002729115047495907,0.30928651537494006,0.17991308299299835,-0.002729115047495907,0.17993378087782178
4.896,0.14687999999999998,0.0,-0.033119131166244827,0.002699595525208891,0.30934080460971464,0.1799991311662448,-0.002699595525208891,0.1800193740590238
4.898,0.14694,0.0,-0.03314633622771245,0.0026741938289138963,0.30939768622814645,0.18008633622771245,-0.0026741938289138963,0.18010619036711453
4.9,0.147,0.0,-0.03317450370131626,0.002652284526852438,0.30945921356348133,0.18017450370131627,-0.002652284526852438,0.1801940243105387
4.902,0.14706,0.0,-0.03320356650516723,0.002633447714867921,0.3095260236956234,0.18026356650516723,-0.002633447714867921,0.18028280133176816
4.904,0.14712,0.0,-0.03323351762394229,0.0026173635294902777,0.3095987085362285,0.1803535176239423,-0.0026173635294902777,0.18037250874558233
4.906,0.14717999999999998,0.0,-0.03326432288959195,0.002603737257615018,0.30967771940318184,0.18044432288959192,-0.002603737257615018,0.1804631073399491
4.908,0.14724,0.0,-0.033295927064015095,0.00259232157728548,0.3097633530211507,0.1805359270640151,-0.00259232157728548,0.1805545377220507
4.91,0.1473,0.0,-0.03332825749273192,0.0025829592410650097,0.30985579111839495,0.1806282574927319,-0.0025829592410650097,0.1806467245296788
4.912,0.14736,0.0,-0.033361235511363545,0.002575514488346826,0.30995510488366657,0.18072123551136354,-0.002575514488346826,0.18073958680829558
4.914,0.14742,0.0,-0.03339477992952655,0.0025698727193444798,0.3100612787139734,0.18081477992952655,-0.0025698727193444798,0.18083304146852353
4.916,0.14748,0.0,-0.033428809719456484,0.0025659389857896264,0.31017423159808066,0.1809088097194565,-0.0025659389857896264,0.18092700593606614
4.918,0.14754,0.0,-0.03346324597249762,0.0025636350889695833,0.31029383771410507,0.18100324597249762,-0.0025636350889695833,0.18102140005383305
4.92,0.14759999999999998,0.0,-0.033498013207295715,0.002562896862209701,0.3104199420093998,0.18109801320729568,-0.002562896862209701,0.181116147341854
4.922,0.14765999999999999,0.0,-0.033533040164209264,0.0025636722715442796,0.3105523701009074,0.18119304016420926,-0.0025636722715442796,0.1812111757576354
4.924,0.14772000000000002,0.0,-0.03356826022384221,0.0025659197261205975,0.310690935588624,0.18128826022384223,-0.0025659197261205975,0.1813064180855946
4.926,0.14778,0.0,-0.03360361155987675,0.002569606586776799,0.3108354454114458,0.18138361155987676,-0.002569606586776799,0.1814018120651364
4.928,0.14784,0.0,-0.03363903710794319,0.0025747078577510194,0.3109857037251646,0.1814790371079432,-0.0025747078577510194,0.1814973003385422
4.93,0.14789999999999998,0.0,-0.03367448441084371,0.0025812050448718636,0.31114151466811474,0.18157448441084367,-0.0025812050448718636,0.18159283027847598
4.932,0.14796,0.0,-0.0337099053843405,0.002589085163217423,0.31130268429267904,0.18166990538434052,-0.002589085163217423,0.18168835373886139
4.934,0.14802,0.0,-0.03374525603563373,0.002598339877665863,0.3114690218741901,0.18176525603563376,-0.002598339877665863,0.18178382676085178
4.936,0.14808,0.0,-0.03378049615760957,0.0026089647606834724,0.3116403407578621,0.18186049615760957,-0.0026089647606834724,0.18187920925662288
4.938,0.14814,0.0,-0.03381558901519154,0.0026209586528903642,0.31181645886554,0.18195558901519154,-0.0026209586528903642,0.18197446468701442
4.94,0.1482,0.0,-0.033850501035115756,0.0026343231132630405,0.31199719895441214,0.18205050103511575,-0.0026343231132630405,0.18206955974407624
4.942,0.14826,0.0,-0.03388520150674585,0.0026490619471792767,0.312182388697234,0.18214520150674585,-0.0026490619471792767,0.18216446404590836
4.944,0.14831999999999998,0.0,-0.03391966229882326,0.0026651808018215385,0.3123718606363848,0.18223966229882324,-0.0026651808018215385,0.1822591498484933
4.946,0.14837999999999998,0.0,-0.033953857595068075,0.0026826868196921792,0.31256545205096614,0.18233385759506807,-0.0026826868196921792,0.18235359177726965
4.948,0.14844000000000002,0.0,-0.0339877636501195,0.0027015883421357264,0.31276300476617797,0.1824277636501195,-0.0027015883421357264,0.1824477665797919
4.95,0.1485,0.0,-0.03402132816559472,0.0027221724666619757,0.3129643654806147,0.18252132816559472,-0.0027221724666619757,0.18254162664518733
4.952,0.14856,0.0,-0.03405443599042963,0.0027444374805966113,0.31316852041197724,0.18261443599042962,-0.0027444374805966113,0.18263505733891186
4.954,0.14861999999999997,0.0,-0.03408699393612363,0.00276838614308713,0.31337459024254655,0.1827069939361236,-0.00276838614308713,0.1827279660999157
4.956,0.14868,0.0,-0.034118926445400294,0.0027940241727808786,0.31358180768522065,0.1827989264454003,-0.0027940241727808786,0.1828202780893546
4.958,0.14874,0.0,-0.03415017220009073,0.002821359090169243,0.3137894997270169,0.18289017220009074,-0.002821359090169243,0.18291193278322365
4.96,0.1488,0.0,-0.03418068145537534,0.002850399331966772,0.31399707349732486,0.18298068145537533,-0.002850399331966772,0.18300288129487255
4.962,0.14886,0.0,-0.0342104139368229,0.0028811535746436777,0.31420400494987094,0.18307041393682288,-0.0028811535746436777,0.18309308426295176
4.964,0.14892,0.0,-0.034239337174389754,0.0029136302192095034,0.3144098297329121,0.18315933717438976,-0.0029136302192095034,0.18318251017828116
4.966,0.14898,0.0,-0.03426742517643467,0.002947837000698764,0.3146141357648139,0.18324742517643466,-0.002947837000698764,0.18327113405218975
4.968,0.14904,0.0,-0.034294657368957086,0.0029837806944125597,0.31481655714194146,0.1833346573689571,-0.0029837806944125597,0.18335893635115047
4.97,0.14909999999999998,0.0,-0.034321017742268534,0.00302146689749187,0.3150167690903545,0.18342101774226852,-0.00302146689749187,0.18344590213962866
4.972,0.14916000000000001,0.0,-0.0343464941603711,0.003060899869346228,0.3152144837380016,0.18350649416037113,-0.003060899869346228,0.1835320203861999
4.974,0.14922,0.0,-0.03437107779836649,0.003102082418220523,0.3154094465344289,0.18359107779836648,-0.003102082418220523,0.18361728339809213
4.976,0.14928,0.0,-0.03439476268096017,0.0031450158240436377,0.3156014331838807,0.18367476268096017,-0.0031450158240436377,0.18370168635709505
4.978,0.14934,0.0,-0.03441754530109492,0.003189699789885191,0.31579024698770775,0.18375754530109492,-0.003189699789885191,0.1837852269357729
4.98,0.1494,0.0,-0.034439424302359606,0.0032361324160163833,0.31597571651523215,0.1838394243023596,-0.0032361324160163833,0.18386790497755992
4.982,0.14946,0.0,-0.03446040021238568,0.0032843101918527346,0.3161576935401935,0.1839204002123857,-0.0032843101918527346,0.1839497222278969
4.984,0.14952,0.0,-0.03448047521720778,0.0033342280020443155,0.31633605119382513,0.18400047521720778,-0.0033342280020443155,0.18403068210634854
4.986,0.14958,0.0,-0.03449965296870996,0.00338587914374383,0.31651068229639073,0.18407965296870996,-0.00338587914374383,0.18411078951179566
4.988,0.14964,0.0,-0.03451796697679785,0.003439272429085931,0.31668153457610054,0.18415796697679784,-0.003439272429085931,0.1841900795262026
4.99,0.1497,0.0,-0.03453544894106046,0.003494413915189749,0.3168485632709306,0.18423544894106048,-0.003494413915189749,0.18426858542661245
4.992,0.14976,0.0,-0.0345521281953548,0.0035513065255768526,0.31701173064035937,0.1843121281953548,-0.0035513065255768526,0.18434633811914872
4.994,0.14981999999999998,0.0,-0.0345680320797713,0.003609950238606643,0.3171710066143055,0.18438803207977128,-0.003609950238606643,0.18442336651025537
4.996,0.14988,0.0,-0.0345831862424123,0.003670342262370846,0.31732636913839457,0.1844631862424123,-0.003670342262370846,0.18449969780741063
4.998,0.14994,0.0,-0.03459761488448135,0.0037324771971263197,0.3174778042880529,0.18453761488448134,-0.0037324771971263197,0.18457535776283954
5.0,0.15,0.0,-0.03461134095949041,0.003796347186356646,0.31762530620813473,0.1846113409594904,-0.003796347186356646,0.18465037087106156
5.002,0.15006,0.0,-0.0346243863352624,0.003861942057519465,0.31776887692243255,0.1846843863352624,-0.003861942057519465,0.18472476052897754
5.0040000000000004,0.15012,0.0,-0.034636771925715945,0.0039292494534758785,0.31790852604774117,0.18475677192571593,-0.0039292494534758785,0.18479854916551336
5.006,0.15018,0.0,-0.03464851779807475,0.003998254955522746,0.31804427043956124,0.18482851779807474,-0.003998254955522746,0.18487175834648892
5.008,0.15023999999999998,0.0,-0.0346596432600713,0.004068942198866641,0.3181761337905815,0.1848996432600713,-0.004068942198866641,0.18494440885930924
5.01,0.1503,0.0,-0.034670166930856436,0.004141292981295208,0.3183041461984075,0.18497016693085644,-0.004141292981295208,0.18501652078121517
5.0120000000000005,0.15036000000000002,0.0,-0.0346801055314905,0.0042152866235337615,0.31842834207204895,0.18504010553149053,-0.0042152866235337615,0.18508811225041896
5.014,0.15042,0.0,-0.03468946148507256,0.004290892763411917,0.318548743765775,0.18510946148507257,-0.004290892763411917,0.18515918689603458
5.016,0.15048,0.0,-0.03469823924247423,0.004368080689280929,0.3186653848691316,0.18517823924247423,-0.004368080689280929,0.18522975035844294
5.018,0.15053999999999998,0.0,-0.034706444865004495,0.004446819276009228,0.31877830825682446,0.18524644486500447,-0.004446819276009228,0.18529980986713568
5.0200000000000005,0.1506,0.0,-0.03471408569557007,0.004527076944043421,0.31888756450071754,0.1853140856955701,-0.004527076944043421,0.18536937390745642
5.022,0.15066,0.0,-0.03472117009779982,0.004608821636098731,0.3189932105627418,0.1853811700977998,-0.004608821636098731,0.1854384519556361
5.024,0.15072,0.0,-0.03472770724758235,0.004692020807304763,0.31909530870724906,0.18544770724758233,-0.004692020807304763,0.1855070542665189
5.026,0.15078,0.0,-0.03473370696521672,0.004776641425594007,0.3191939255861903,0.1855137069652167,-0.004776641425594007,0.18557519170213727
5.0280000000000005,0.15084,0.0,-0.03473917957920349,0.004862649979855012,0.3192891314616715,0.1855791795792035,-0.004862649979855012,0.1856428755921348
5.03,0.1509,0.0,-0.03474413581483609,0.004950012493934743,0.31938099953884713,0.1856441358148361,-0.004950012493934743,0.18571011761917394
5.032,0.15095999999999998,0.0,-0.034748586702363006,0.005038694545006741,0.3194696053884484,0.18570858670236298,-0.005038694545006741,0.18577692972408322
5.034,0.15102,0.0,-0.03475254448167464,0.005128654959423474,0.31955504413784286,0.18577254448167463,-0.005128654959423474,0.18584332483274343
5.0360000000000005,0.15108000000000002,0.0,-0.03475602445897931,0.0052198335929024295,0.31963746315037445,0.18583602445897934,-0.0052198335929024295,0.18590931835025368
5.038,0.15114,0.0,-0.03475904184112752,0.005312171603727591,0.3197170012807456,0.18589904184112752,-0.005312171603727591,0.18597492552652556
5.04,0.1512,0.0,-0.03476161167969103,0.005405611338593459,0.3197937894738958,0.18596161167969102,-0.005405611338593459,0.18604016139654397
5.042,0.15125999999999998,0.0,-0.0347636759738768,0.0054997154036864,0.31986739827788263,0.18602367597387678,-0.0054997154036864,0.1861049566571386
5.0440000000000005,0.15132,0.0,-0.0347651692167477,0.005594415234768114,0.3199373015262602,0.18608516921674773,-0.005594415234768114,0.1861692447324333
5.046,0.15138000000000001,0.0,-0.03476603346771351,0.005689705460827092,0.32000288604265315,0.18614603346771352,-0.005689705460827092,0.18623296841320575
5.048,0.15144,0.0,-0.03476622520805958,0.005785576016227355,0.32006364105365404,0.18620622520805957,-0.005785576016227355,0.18629608475776976
5.05,0.1515,0.0,-0.03476571241863145,0.0058820130960889885,0.32011914167906635,0.18626571241863144,-0.0058820130960889885,0.1863585621882796
5.0520000000000005,0.15156,0.0,-0.03476446167638497,0.005979018987977926,0.3201690941089604,0.18632446167638497,-0.005979018987977926,0.18642036821939081
5.054,0.15162,0.0,-0.03476240563787914,0.00607666396682908,0.32021347399898176,0.18638240563787914,-0.00607666396682908,0.18648143869117023
5.056,0.15168,0.0,-0.034759601869071885,0.006174969579339914,0.3202523716334405,0.18643960186907188,-0.006174969579339914,0.186541832826859
5.058,0.15173999999999999,0.0,-0.03475616932097171,0.00627391698169486,0.32028586072399984,0.18649616932097168,-0.00627391698169486,0.18660166988987462
5.0600000000000005,0.15180000000000002,0.0,-0.034752152608177884,0.006373421988476735,0.32031382265720243,0.1865521526081779,-0.006373421988476735,0.18666099257902838
5.062,0.15186,0.0,-0.034747604487585675,0.006473442799701455,0.32033625963601214,0.18660760448758568,-0.006473442799701455,0.18671985302660296
5.064,0.15192,0.0,-0.03474257524651378,0.006573936910098971,0.32035318524991685,0.18666257524651378,-0.006573936910098971,0.18677830078507082
5.066,0.15197999999999998,0.0,-0.034737113059767934,0.006674861445549723,0.3203646239146472,0.1867171130597679,-0.006674861445549723,0.18683638319313353
5.0680000000000005,0.15204,0.0,-0.03473118961429728,0.006776143826134109,0.32037053688690154,0.18677118961429728,-0.006776143826134109,0.18689406998375377
5.07,0.1521,0.0,-0.03472477392848222,0.006877759997598556,0.3203707001180582,0.18682477392848224,-0.006877759997598556,0.1869513298589049
5.072,0.15216,0.0,-0.034717844699300685,0.006979686304788616,0.32036494850686686,0.1868778446993007,-0.006979686304788616,0.18700814116067033
5.074,0.15222,0.0,-0.034710388286511726,0.007081899520718766,0.32035316567400146,0.1869303882865117,-0.007081899520718766,0.18706448985782306
5.0760000000000005,0.15228,0.0,-0.03470239714703072,0.007184376884728183,0.32033527586134614,0.18698239714703072,-0.007184376884728183,0.1871203679829423
5.078,0.15234,0.0,-0.034693868613695555,0.007287096144152808,0.32031123746527373,0.18703386861369556,-0.007287096144152808,0.18717577241411149
5.08,0.1524,0.0,-0.03468480393807492,0.007390035595890629,0.3202810378305187,0.18708480393807492,-0.007390035595890629,0.18723070392074176
5.082,0.15245999999999998,0.0,-0.03467520753623238,0.007493174125586359,0.3202446890202035,0.18713520753623236,-0.007493174125586359,0.1872851664123593
5.0840000000000005,0.15252000000000002,0.0,-0.03466508639094768,0.0075964912430860525,0.3202022243450685,0.1871850863909477,-0.0075964912430860525,0.18733916634380765
5.086,0.15258,0.0,-0.034654449564897084,0.007699967130910576,0.32015369542713557,0.18723444956489707,-0.007699967130910576,0.1873927122320585
5.088,0.15264,0.0,-0.03464330778046873,0.007803582736796902,0.3200991695686855,0.18728330778046873,-0.007803582736796902,0.1874458142416731
5.09,0.1527,0.0,-0.034631673095000794,0.00790731982699272,0.3200387276272948,0.1873316730950008,-0.00790731982699272,0.1874984838643198
5.0920000000000005,0.15276,0.0,-0.034619560224490295,0.008011193878963617,0.31997257039370786,0.18737956022449032,-0.008011193878963617,0.1875507366482194
5.094,0.15282,0.0,-0.0346070186634374,0.008115220025413724,0.31990098459451777,0.18742701866343742,-0.008115220025413724,0.18760262290577226
5.096,0.15288,0.0,-0.03459410378642412,0.008219410359073713,0.31982425027091405,0.1874741037864241,-0.008219410359073713,0.18765419871980954
5.098,0.15294,0.0,-0.03458086585928427,0.008323777206798548,0.319742622686505,0.18752086585928426,-0.008323777206798548,0.1877055151017255
5.1000000000000005,0.153,0.0,-0.034567350793691796,0.008428333133781146,0.3196563365350254,0.1875673507936918,-0.008428333133781146,0.18775661874665783
5.102,0.15306,0.0,-0.03455359628949869,0.00853308050607302,0.3195655648296082,0.1876135962894987,-0.00853308050607302,0.18780754770669394
5.104,0.15312,0.0,-0.034539626927354565,0.00863799750822517,0.3194703679278246,0.18765962692735458,-0.00863799750822517,0.1878583258188628
5.106,0.15317999999999998,0.0,-0.034525466715033926,0.008743063932321394,0.31937081769147874,0.1877054667150339,-0.008743063932321394,0.18790897637322534
5.1080000000000005,0.15324000000000002,0.0,-0.03451113757589503,0.008848264205458305,0.3192670009034201,0.18775113757589504,-0.008848264205458305,0.18795952074979405
5.11,0.1533,0.0,-0.0344966571600673,0.008953592072158543,0.3191590249379459,0.1877966571600673,-0.008953592072158543,0.1880099764679802
5.112,0.15336,0.0,-0.03448204346535257,0.009059042919368921,0.3190470104649306,0.18784204346535258,-0.009059042919368921,0.18806036145837426
5.114,0.15342,0.0,-0.03446731634394791,0.009164612046638725,0.31893109307702766,0.1878873163439479,-0.009164612046638725,0.18811069548777962
5.1160000000000005,0.15348,0.0,-0.03445249573114584,0.00927029668885626,0.31881141663866425,0.18793249573114584,-0.00927029668885626,0.18816099848915707
5.118,0.15354,0.0,-0.0344375941329172,0.009376117411058033,0.3186881670455011,0.1879775941329172,-0.009376117411058033,0.18821128412958055
5.12,0.1536,0.0,-0.03442262427774772,0.009482098482334991,0.3185615325531351,0.1880226242777477,-0.009482098482334991,0.18826156652891152
5.122,0.15366,0.0,-0.03440759874421565,0.009588266561074314,0.3184317011582555,0.18806759874421564,-0.009588266561074314,0.18831185983113627
5.124,0.15372,0.0,-0.034392529794966514,0.009694649788418162,0.31829885892632426,0.1881125297949665,-0.009694649788418162,0.18836217799861585
5.126,0.15378,0.0,-0.03437742933466491,0.009801277148260156,0.31816318894200274,0.1881574293346649,-0.009801277148260156,0.18841253474110053
5.128,0.15384,0.0,-0.03436230893887183,0.009908178003504395,0.3180248706704567,0.18820230893887183,-0.009908178003504395,0.18846294352278298
5.13,0.15389999999999998,0.0,-0.034347182535645865,0.01001537762374284,0.31788409057715344,0.18824718253564585,-0.01001537762374284,0.1885134200038685
5.132,0.15395999999999999,0.0,-0.03433206656114596,0.010122897123113442,0.31774104001223924,0.18829206656114594,-0.010122897123113442,0.18856398218120063
5.134,0.15402000000000002,0.0,-0.034316977695697776,0.010230757029609374,0.3175959041232905,0.1883369776956978,-0.010230757029609374,0.18861464830958563
5.136,0.15408,0.0,-0.03430193252172843,0.010338977443383687,0.3174488614090259,0.1883819325217284,-0.010338977443383687,0.18866543656747473
5.138,0.15414,0.0,-0.03428694732582135,0.010447578127684126,0.3173000835504881,0.18842694732582135,-0.010447578127684126,0.1887163648634159
5.14,0.15419999999999998,0.0,-0.03427203798889553,0.010556578558153378,0.31714973541271785,0.1884720379888955,-0.010556578558153378,0.18876745072851445
5.142,0.15426,0.0,-0.03425721992737108,0.010665997933002236,0.3169979751940169,0.18851721992737108,-0.010665997933002236,0.18881871125778718
5.144,0.15431999999999998,0.0,-0.03424250805481965,0.010775855119045302,0.3168449547863866,0.18856250805481964,-0.010775855119045302,0.18887016306836446
5.146,0.15438,0.0,-0.034227916754538165,0.01088616861504993,0.3166908200523204,0.18860791675453814,-0.01088616861504993,0.18892182226942997
5.148,0.15444,0.0,-0.03421345986357923,0.010996956517066345,0.31653571108115497,0.18865345986357923,-0.010996956517066345,0.18897370444360068
5.15,0.1545,0.0,-0.03419915066576328,0.011108236484140171,0.31637976243239574,0.1886991506657633,-0.011108236484140171,0.18902582463718554
5.152,0.15456,0.0,-0.03418499946770023,0.011220090109712247,0.31622308168312924,0.18874499946770024,-0.011220090109712247,0.1890781987594874
5.154,0.15461999999999998,0.0,-0.034171041188270246,0.011332529176355,0.31606574356769435,0.18879104118827023,-0.011332529176355,0.18913086329439752
5.156,0.15467999999999998,0.0,-0.034157305822361254,0.011445566717660977,0.3159078407053831,0.18883730582236125,-0.011445566717660977,0.18918384991255577
5.158,0.15474000000000002,0.0,-0.0341438186397972,0.01155921552082026,0.31574947598650127,0.18888381863979722,-0.01155921552082026,0.1892371855830893
5.16,0.1548,0.0,-0.034130600461538936,0.01167348748500261,0.31559075792549246,0.18893060046153892,-0.01167348748500261,0.189290892810035
5.162,0.15486,0.0,-0.03411766796485217,0.011788393421617617,0.3154317977650733,0.18897766796485216,-0.011788393421617617,0.1893449899228832
5.164,0.15491999999999997,0.0,-0.03410503399102559,0.011903943069714233,0.31527270762468634,0.18902503399102555,-0.011903943069714233,0.18939949138240936
5.166,0.15498,0.0,-0.03409270784183734,0.012020145204800358,0.3151135992807536,0.18907270784183736,-0.012020145204800358,0.18945440808117733
5.168,0.15504,0.0,-0.034080695558189295,0.012137007777771741,0.31495458333649046,0.1891206955581893,-0.012137007777771741,0.18950974762848222
5.17,0.1551,0.0,-0.03406900017840567,0.012254538052721291,0.31479576863789105,0.18916900017840566,-0.012254538052721291,0.189565514615352
5.172,0.15516,0.0,-0.03405762197593633,0.012372742729697371,0.31463726185010815,0.18921762197593633,-0.012372742729697371,0.18962171085844476
5.174,0.15522,0.0,-0.03404655867738134,0.012491628047540839,0.3144791671421996,0.18926655867738135,-0.012491628047540839,0.18967833562338304
5.176,0.15528,0.0,-0.0340358056623127,0.012611199866455236,0.31432158594812226,0.1893158056623127,-0.012611199866455236,0.18973538582890181
5.178,0.15534,0.0,-0.03402536163641725,0.012731461831197437,0.3141646250290521,0.18936536163641726,-0.012731461831197437,0.18979286158349143
5.18,0.15539999999999998,0.0,-0.03401522688962474,0.012852416245302114,0.31400839287581467,0.18941522688962473,-0.012852416245302114,0.18985076449935756
5.182,0.15546000000000001,0.0,-0.03400539912752612,0.012974065719781677,0.3138529928011783,0.18946539912752614,-0.012974065719781677,0.1899090936418106
5.184,0.15552,0.0,-0.03399587375088352,0.013096413123404958,0.31369852323655234,0.18951587375088352,-0.013096413123404958,0.18996784580623036
5.186,0.15558,0.0,-0.033986645429698384,0.013219459027604387,0.31354508475528886,0.18956664542969837,-0.013219459027604387,0.19002701691194201
5.188,0.15563999999999997,0.0,-0.03397770920668715,0.013343200338822886,0.31339278303317897,0.18961770920668714,-0.013343200338822886,0.19008660299998453
5.19,0.1557,0.0,-0.03396905961379851,0.01346763258004649,0.3132417216019338,0.1896690596137985,-0.01346763258004649,0.1901465995017891
5.192,0.15576,0.0,-0.033960690605551486,0.013592750051326185,0.3130920013042021,0.1897206906055515,-0.013592750051326185,0.19020700117978104
5.194,0.15582,0.0,-0.03395259553539599,0.013718545941244093,0.3129437199249609,0.18977259553539597,-0.013718545941244093,0.19026780210793157
5.196,0.15588,0.0,-0.03394476716101545,0.01384501240184797,0.31279697195060147,0.18982476716101543,-0.01384501240184797,0.19032899567890607
5.198,0.15594,0.0,-0.033937197668652275,0.01397214059640414,0.3126518484205771,0.18987719766865227,-0.01397214059640414,0.1903905746284362
5.2,0.156,0.0,-0.03392987870950218,0.01409992072694519,0.312508436846304,0.18992987870950218,-0.01409992072694519,0.19045253107037552
5.202,0.15606,0.0,-0.033922801443333775,0.014228342046806534,0.3123668211791302,0.1899828014433338,-0.014228342046806534,0.19051485653790393
5.204,0.15611999999999998,0.0,-0.03391595658598974,0.014357392862001928,0.31222708181435294,0.1900359565859897,-0.014357392862001928,0.19057754202776891
5.206,0.15618,0.0,-0.03390933445849375,0.01448706052426873,0.31208929562201737,0.19008933445849377,-0.01448706052426873,0.1906405780454595
5.208,0.15624,0.0,-0.033902925036248886,0.014617331417835682,0.31195353599796044,0.19014292503624888,-0.014617331417835682,0.19070395464992174
5.21,0.1563,0.0,-0.03389671799735991,0.014748190941367431,0.31181987293055624,0.1901967179973599,-0.014748190941367431,0.19076766149693788
5.212,0.15636,0.0,-0.033890702769508056,0.014879623486075388,0.31168837308008346,0.19025070276950806,-0.014879623486075388,0.19083168788065327
5.214,0.15642,0.0,-0.03388486857509871,0.015011612410620306,0.3115590998687134,0.1903048685750987,-0.015011612410620306,0.19089602277300668
5.216,0.15648,0.0,-0.03387920447462215,0.015144140013143615,0.3114321135799154,0.19035920447462215,-0.015144140013143615,0.19096065486101765
