t,x_ref,y_ref,x_real,y_real,e_pos
37.916000000000004,1.0,0.5166400000000613,0.1428884212805617,-0.34107488005366066,1.2125654925984406
37.918,1.0,0.5167200000000612,0.14299503960556054,-0.34110662693922983,1.2125691831919185
37.92,1.0,0.5168000000000612,0.14310112947639048,-0.34113822179370434,1.2125731593265976
37.922000000000004,1.0,0.5168800000000612,0.14320660993090686,-0.3411696210028212,1.2125774471633881
37.924,1.0,0.5169600000000611,0.1433113749799031,-0.3412008039194106,1.2125821067550593
37.926,1.0,0.5170400000000611,0.14341529889124366,-0.3412317683082391,1.212587225088832
37.928,1.0,0.5171200000000611,0.1435182572136185,-0.34126250946761827,1.2125928864571276
37.93,1.0,0.517200000000061,0.14362012645213104,-0.34129302111286824,1.2125991733122155
37.932,1.0,0.517280000000061,0.14372078379653422,-0.34132329594749017,1.2126061668629349
37.934,1.0,0.517360000000061,0.14382010693492475,-0.34135332604907476,1.2126139474801092
37.936,1.0,0.517440000000061,0.14391797395237754,-0.3413831031383289,1.2126225949593945
37.938,1.0,0.5175200000000609,0.14401426330198597,-0.34141261877113327,1.2126321886786542
37.94,1.0,0.5176000000000609,0.1441088538328341,-0.34144186447827113,1.2126428076782354
37.942,1.0,0.5176800000000609,0.14420162486023583,-0.3414708318686984,1.2126545306857357
37.944,1.0,0.5177600000000608,0.14429245626575338,-0.3414995127069179,1.2126674361015604
37.946,1.0,0.5178400000000608,0.144381228616997,-0.3415278989716775,1.2126816019574387
37.948,1.0,0.5179200000000608,0.14446760255918992,-0.3415558579699536,1.2126971730420224
37.95,1.0,0.5180000000000607,0.14455176037616202,-0.3415833801278507,1.212714013305548
37.952,1.0,0.5180800000000607,0.1446339059395764,-0.34161040645984625,1.2127319365083882
37.954,1.0,0.5181600000000607,0.1447142060046818,-0.34163687829332146,1.2127507828623516
37.956,1.0,0.5182400000000607,0.1447927785758021,-0.3416627543475833,1.2127704393292085
37.958,1.0,0.5183200000000606,0.1448696940250898,-0.34168801533722076,1.2127908420832971
37.96,1.0,0.5184000000000606,0.1449450184570979,-0.34171263457992807,1.2128119250837954
37.962,1.0,0.5184800000000606,0.14501883491639544,-0.3417365941372832,1.2128336165678166
37.964,1.0,0.5185600000000605,0.14509121859174473,-0.34175987417465026,1.21285584898987
37.966,1.0,0.5186400000000605,0.14516223554295093,-0.3417824538703259,1.2128785605600678
37.968,1.0,0.5187200000000605,0.14523194265042427,-0.34180431224244384,1.2129016958622834
37.97,1.0,0.5188000000000604,0.14530038802440087,-0.3418254287446623,1.2129252059848032
37.972,1.0,0.5188800000000604,0.14536761167692444,-0.3418457836982946,1.212949048350322
37.974000000000004,1.0,0.5189600000000604,0.14543364632669947,-0.34186535860160244,1.2129731863657012
37.976,1.0,0.5190400000000603,0.1454984937938751,-0.34188412312725697,1.212997596819992
37.978,1.0,0.5191200000000603,0.14556214940173598,-0.34190204782416483,1.2130222616977826
37.980000000000004,1.0,0.5192000000000603,0.1456246086521465,-0.34191910733074643,1.213047165756964
37.982,1.0,0.5192800000000602,0.14568586600155428,-0.34193527937074103,1.2130722966794854
37.984,1.0,0.5193600000000602,0.14574591439571716,-0.341950544165381,1.213097644982537
37.986000000000004,1.0,0.5194400000000602,0.14580475196849477,-0.34196488749035503,1.21312320147295
37.988,1.0,0.5195200000000602,0.14586238786976452,-0.34197830314217287,1.21314895489898
37.99,1.0,0.5196000000000601,0.1459188288685209,-0.34199078559844936,1.2131748961751456
37.992,1.0,0.5196800000000601,0.14597407965742332,-0.3420023300046685,1.2132010181578992
37.994,1.0,0.5197600000000601,0.14602814319896146,-0.34201293218019796,1.2132273154058038
37.996,1.0,0.51984000000006,0.14608102106913998,-0.342022588627757,1.2132537839440536
37.998,1.0,0.51992000000006,0.14613271377342177,-0.34203129653826475,1.213280421045374
38.0,1.0,0.52000000000006,0.14618322102165582,-0.3420390537876712,1.2133072250342043
38.002,1.0,0.5200800000000599,0.14623657865044465,-0.34204765854069186,1.2133326333926149
38.004,1.0,0.5201600000000599,0.14629193723087863,-0.3420564931550975,1.2133568055216832
38.006,1.0,0.5202400000000599,0.14634876451135664,-0.34206519226562815,1.2133798566234946
38.008,1.0,0.5203200000000598,0.14640670926714572,-0.3420735349060026,1.2134018769690103
38.01,1.0,0.5204000000000598,0.14646552709761124,-0.3420813848256487,1.2134229417658258
38.012,1.0,0.5204800000000598,0.14652503901427053,-0.3420886568720516,1.2134431164449988
38.014,1.0,0.5205600000000598,0.14658510794503762,-0.3420952977435798,1.2134624595373151
38.016,1.0,0.5206400000000597,0.14664562491754596,-0.34210127467509716,1.213481024367699
38.018,1.0,0.5207200000000597,0.14670650053172257,-0.3421065685488618,1.2134988601678727
38.02,1.0,0.5208000000000597,0.14676765948599246,-0.3421111695668194,1.2135160128577993
38.022,1.0,0.5208800000000596,0.14682903692299135,-0.3421150744510296,1.213532525631098
38.024,1.0,0.5209600000000596,0.14689057590389035,-0.34211828458188215,1.2135484394116716
38.026,1.0,0.5210400000000596,0.14695221179355583,-0.34212081550541523,1.213563810595876
38.028,1.0,0.5211200000000595,0.1470138821666998,-0.342122686621688,1.2135786967569338
38.03,1.0,0.5212000000000595,0.14707552927752168,-0.3421239180984155,1.2135931527155723
38.032000000000004,1.0,0.5212800000000595,0.1471370995712554,-0.34212453053336517,1.2136072306448136
38.034,1.0,0.5213600000000594,0.14719854323995515,-0.3421245447109043,1.21362098021036
38.036,1.0,0.5214400000000594,0.14725981382990225,-0.3421239814277233,1.2136344487236743
38.038000000000004,1.0,0.5215200000000594,0.14732086790107446,-0.34212286136918335,1.2136476812942996
38.04,1.0,0.5216000000000593,0.14738166473540895,-0.3421212050225472,1.213660720973974
38.042,1.0,0.5216800000000593,0.14744216608883556,-0.34211903261694104,1.2136736088888818
38.044000000000004,1.0,0.5217600000000593,0.14749559421469888,-0.3421138078152418,1.2136893003205793
38.046,1.0,0.5218400000000593,0.14754332366326098,-0.34210634475846274,1.213707407760491
38.048,1.0,0.5219200000000592,0.1475863573997321,-0.3420971707581538,1.2137276010110687
38.050000000000004,1.0,0.5220000000000592,0.14762536197727558,-0.34208649390514306,1.2137495592146492
38.052,1.0,0.5220800000000592,0.14766068706547375,-0.342074507616725,1.2137731737882935
38.054,1.0,0.5221600000000591,0.14769255199263615,-0.3420613642467983,1.2137983985611138
38.056,1.0,0.5222400000000591,0.14772111543967356,-0.34204717001607854,1.213825197185286
38.058,1.0,0.5223200000000591,0.14774649696522715,-0.3420320022648892,1.2138535402817205
38.06,1.0,0.522400000000059,0.1477687901082305,-0.3420159198105458,1.213883403600034
38.062,1.0,0.522480000000059,0.14778807069289512,-0.3419989693378935,1.2139147667282686
38.064,1.0,0.522560000000059,0.14780440230148204,-0.3419811894490759,1.2139476121278294
38.066,1.0,0.522640000000059,0.1478178400067591,-0.3419626132939038,1.2139819243816998
38.068,1.0,0.5227200000000589,0.1478284329897792,-0.34194327031523236,1.2140176895964034
38.07,1.0,0.5228000000000589,0.1478362264148408,-0.3419231874274354,1.214054894922657
38.072,1.0,0.5228800000000589,0.1478412627917998,-0.3419023898225639,1.2140935281713683
38.074,1.0,0.5229600000000588,0.14784358297422323,-0.34188090152655637,1.214133577507672
38.076,1.0,0.5230400000000588,0.147843226892472,-0.3418587457843717,1.2141750312094692
38.078,1.0,0.5231200000000588,0.14784023406190624,-0.3418359453180406,1.214217877493489
38.08,1.0,0.5232000000000587,0.14783464394409818,-0.3418125225033237,1.2142621043866708
38.082,1.0,0.5232800000000587,0.14782649621621474,-0.3417884994960116,1.2143076996262172
38.084,1.0,0.5233600000000587,0.14781469967945043,-0.34176343685545535,1.2143551157215593
38.086,1.0,0.5234400000000586,0.14779961848993428,-0.34173735623293716,1.21440411230538
38.088,1.0,0.5235200000000586,0.14778149308972147,-0.3417103367446885,1.2144545768137287
38.09,1.0,0.5236000000000586,0.14776041445478286,-0.3416824412383772,1.2145064900138782
38.092,1.0,0.5236800000000585,0.14773642770852297,-0.3416538853867012,1.2145599737574
38.094,1.0,0.5237600000000585,0.1477095626069677,-0.34162488212082076,1.2146151587539875
38.096000000000004,1.0,0.5238400000000585,0.14767985553077032,-0.341595488708231,1.2146720601807734
38.098,1.0,0.5239200000000585,0.14764736444887264,-0.34156569626208816,1.214730630948823
38.1,1.0,0.5240000000000584,0.14761214189395458,-0.3415355037507992,1.21479083339473
38.102000000000004,1.0,0.5240800000000584,0.14757423724330485,-0.3415049156143224,1.2148526359812075
38.104,1.0,0.5241600000000584,0.14753369808169614,-0.341473940123553,1.2149160111712236
38.106,1.0,0.5242400000000583,0.14749059713669635,-0.3414425855162685,1.214980913774607
38.108000000000004,1.0,0.5243200000000583,0.14744502933990775,-0.3414108563320061,1.2150472803980428
38.11,1.0,0.5244000000000583,0.14739709276423107,-0.34137875331969664,1.2151150427538926
38.112,1.0,0.5244800000000582,0.14734688102178015,-0.3413462716715424,1.215184131734788
38.114000000000004,1.0,0.5245600000000582,0.1472944755709071,-0.34131339858700843,1.2152544810748946
38.116,1.0,0.5246400000000582,0.1472399499335535,-0.3412801209092248,1.215326029831039
38.118,1.0,0.5247200000000581,0.1471833270596814,-0.3412464328846073,1.2153987578272352
38.12,1.0,0.5248000000000581,0.1471246182675425,-0.3412123304232929,1.2154726542421959
38.122,1.0,0.5248800000000581,0.1470638166476544,-0.34117780427063843,1.2155477173726446
38.124,1.0,0.524960000000058,0.14700091852378278,-0.34114284878586343,1.2156239458296134
38.126,1.0,0.525040000000058,0.14693592353343507,-0.341107460894461,1.2157013377354553
38.128,1.0,0.525120000000058,0.14686883725393024,-0.34107164285345043,1.2157798908510211
38.13,1.0,0.525200000000058,0.14679967185660348,-0.3410354187374146,1.2158596138614375
38.132,1.0,0.5252800000000579,0.14672844898465756,-0.3409988294075371,1.2159405207706178
38.134,1.0,0.5253600000000579,0.1466552146322229,-0.34096192104347367,1.2160226122876714
38.136,1.0,0.5254400000000579,0.14658001446205993,-0.3409247412788364,1.2161058903922894
38.138,1.0,0.5255200000000578,0.14650291355151415,-0.34088735499601125,1.2161903557286329
38.14,1.0,0.5256000000000578,0.14642399136245532,-0.340849835907183,1.2162760051342318
38.142,1.0,0.5256800000000578,0.1463433222657733,-0.3408122529710603,1.2163628356289093
38.144,1.0,0.5257600000000577,0.14626097709421088,-0.3407746712484777,1.2164508439340813
38.146,1.0,0.5258400000000577,0.14617702406447863,-0.34073715254489206,1.2165400262828605
38.148,1.0,0.5259200000000577,0.1460915158635626,-0.34069974861530955,1.2166303826431224
38.15,1.0,0.5260000000000576,0.14600450004434765,-0.3406625077805692,1.2167219141353172
38.152,1.0,0.5260800000000576,0.1459160238093941,-0.3406254775257619,1.2168146215257336
38.154,1.0,0.5261600000000576,0.14582613408594736,-0.34058870423345555,1.2169085049834403
38.156,1.0,0.5262400000000576,0.14573488072410298,-0.34055223435415544,1.2170035626686684
38.158,1.0,0.5263200000000575,0.14564231955248352,-0.3405161144850707,1.2170997886432053
38.160000000000004,1.0,0.5264000000000575,0.14554850438459305,-0.34048037796764136,1.2171971689355945
38.162,1.0,0.5264800000000575,0.1454535005637695,-0.34044505999423036,1.2172956827923176
38.164,1.0,0.5265600000000574,0.14535736555687048,-0.3404101926484876,1.2173953127677746
38.166000000000004,1.0,0.5266400000000574,0.14526014725630465,-0.3403758014444633,1.2174960434526259
38.168,1.0,0.5267200000000574,0.1451618879911613,-0.3403418997898375,1.2175978547164485
38.17,1.0,0.5268000000000573,0.14506262678855217,-0.3403084911107743,1.2177007216349154
38.172000000000004,1.0,0.5268800000000573,0.14496240087319673,-0.34027557456164936,1.2178046175039623
38.174,1.0,0.5269600000000573,0.1448612460955479,-0.34024314571218656,1.2179095140290472
38.176,1.0,0.5270400000000572,0.14475919081893723,-0.34021118559026964,1.218015377816104
38.178,1.0,0.5271200000000572,0.14465626132041906,-0.34017966638242375,1.218122170640337
38.18,1.0,0.5272000000000572,0.14455248397015324,-0.3401485553159038,1.2182298506810278
38.182,1.0,0.5272800000000571,0.14444788582397364,-0.34011781662552837,1.2183383735062692
38.184,1.0,0.5273600000000571,0.1443424946632884,-0.3400874126447511,1.2184476928219843
38.186,1.0,0.5274400000000571,0.14423633887186962,-0.34005730449068283,1.2185577610462792
38.188,1.0,0.527520000000057,0.1441294473035981,-0.34002745255087724,1.218668529748947
38.19,1.0,0.527600000000057,0.14402191757115565,-0.3399978962424632,1.2187799584678967
38.192,1.0,0.527680000000057,0.14391379281938096,-0.33996858993015666,1.218891984440289
38.194,1.0,0.527760000000057,0.14380510206302993,-0.33993948359063775,1.2190045517047328
38.196,1.0,0.5278400000000569,0.1436958681463926,-0.3399105266446484,1.2191176082403714
38.198,1.0,0.5279200000000569,0.14358611068535745,-0.3398816691617052,1.2192311047586397
38.2,1.0,0.5280000000000569,0.1434758473964766,-0.33985286224470185,1.219344994043771
38.202,1.0,0.5280800000000568,0.14336509454447147,-0.33982406059017656,1.2194592324607731
38.204,1.0,0.5281600000000568,0.1432538654405879,-0.33979523964069197,1.219573793217255
38.206,1.0,0.5282400000000568,0.1431421719878282,-0.33976637084201927,1.2196886476671691
38.208,1.0,0.5283200000000567,0.14303002498569034,-0.33973742318554934,1.2198037661950634
38.21,1.0,0.5284000000000567,0.14291743445726196,-0.33970836419200434,1.2199191186867833
38.212,1.0,0.5284800000000567,0.14280440991561685,-0.33967916055263325,1.220034674798903
38.214,1.0,0.5285600000000567,0.1426909605636474,-0.33964977855398115,1.2201504041207925
38.216,1.0,0.5286400000000566,0.14257710001323853,-0.3396201887726123,1.2202662761992804
38.218,1.0,0.5287200000000566,0.14246284475061646,-0.3395903652597793,1.2203822610358095
38.22,1.0,0.5288000000000566,0.14234821327099492,-0.33956028442489483,1.2204983288993219
38.222,1.0,0.5288800000000565,0.14223322567525284,-0.3395299244296872,1.2206144501780876
38.224000000000004,1.0,0.5289600000000565,0.1421179034085769,-0.3394992648690864,1.220730595335903
38.226,1.0,0.5290400000000565,0.14200226909072985,-0.3394682866109571,1.2208467349169816
38.228,1.0,0.5291200000000564,0.14188634640573572,-0.3394369717230981,1.2209628395712104
